Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5,Spacy-TSVD_6,Spacy-TSVD_7,Spacy-TSVD_8,Spacy-TSVD_9,Spacy-TSVD_10,Spacy-TSVD_11,Spacy-TSVD_12,Spacy-TSVD_13,Spacy-TSVD_14,Spacy-TSVD_15,Spacy-TSVD_16,Spacy-TSVD_17,Spacy-TSVD_18,Spacy-TSVD_19,Spacy-TSVD_20
31.436968,-9.991281,-2.3050818,-2.771051,-0.9675177,-3.2935257,-1.8167077,-1.0325403,-0.6783036,0.70779884,1.0628412,1.8748565,2.9288282,1.1291147,0.81539935,-0.6376457,0.19393896,-1.5517734,0.71544576,1.0123882
30.856108,-6.3826036,1.4853419,-0.35091555,-0.5762401,-0.8519599,-2.5420225,-0.44099197,-0.97543764,1.3301643,-0.8779463,3.0917475,0.65034294,1.2473124,0.029639207,0.44866386,-0.4070284,0.82918173,0.13684952,-0.83478284
32.484497,-10.821573,-1.1519809,0.278678,0.06562678,2.6480184,-0.8179412,2.6741364,-1.7736721,-1.5825434,-1.9312572,-2.9162111,-2.2515147,-0.8289527,-1.3681655,-0.39590693,-0.18638375,1.4178084,1.1376958,-1.5996752
29.365568,10.027503,-3.1540492,1.2055161,0.110415764,-2.8707309,-7.334708,-0.28289425,1.5893681,2.9172084,2.2626092,3.573222,2.2196186,-3.256713,-4.2271547,-0.6160715,-2.6380057,2.9060123,-1.8962358,0.46096933
33.92939,-12.767924,-1.2028089,-2.7336857,2.1809585,-1.1323,0.46307546,0.7698375,-2.6305976,1.8852739,-0.8231711,1.9269487,-0.27623126,0.49269095,0.94924754,0.08154505,0.79897666,0.6236545,-0.92886454,-0.3784451
34.263878,-11.957713,0.9885742,0.260269,3.5100193,-2.4443505,0.11817127,-0.9560684,-3.648309,-0.6758235,-2.5025527,0.3499568,-2.652937,-1.7193799,-0.19346826,-0.51950806,0.34753123,0.44462138,0.051176395,-1.1978729
25.717466,4.025833,-1.5220904,-6.1636815,-3.9922187,-3.1348014,1.5019498,6.5327196,3.5899632,-0.14355877,1.6175407,1.3272028,0.5713682,-1.5294365,2.2235875,-1.9566467,-1.4885807,0.15616098,-1.2153769,0.86248356
29.755333,0.39496845,0.6222969,-1.6288939,-1.4900801,-4.587607,5.1292133,-1.0775962,3.4021287,0.21493778,0.989754,2.9487283,-1.508726,-0.53543717,2.2705417,-0.7942821,-1.4611061,-1.6996089,-1.281973,0.37557197
27.795534,-14.607623,-1.3480488,-1.3796616,5.165337,-0.0055163708,-1.4963295,3.8616614,-6.3396077,-4.0013,0.419116,-2.0430038,0.13457392,-0.9847379,0.7564661,-1.4453148,-0.38196424,2.737371,-0.920361,-0.5153219
29.771229,10.143651,6.9942126,-1.6447695,8.448759,7.497429,-2.2103732,1.1632253,-3.2691183,-0.031876013,6.136752,-1.7909598,-4.5552073,3.6186986,1.1068736,-1.7309252,0.022000132,-1.43152,0.5087021,-0.19507158
29.773384,2.9371848,0.47835714,-2.041982,4.0861845,-0.25538978,1.1233224,1.6262014,0.12173701,-0.4236522,-2.8214734,0.70539725,-0.8941235,-0.46218628,2.70833,-2.163964,-0.19788663,-0.21706839,-0.83092064,0.38803264
30.057783,1.6673309,-2.7503233,-0.971091,-5.014323,0.8134567,-0.039130352,2.503071,-0.8782908,-1.7137984,-0.55700094,1.3843924,-2.1427817,-0.61388874,-2.2326348,-0.08749611,-1.0433927,0.84124005,-2.5310414,-0.46880263
29.815645,-4.1198463,5.998178,-2.3070495,3.8196764,-1.3651297,-2.0302684,1.1816031,-0.9745046,-0.7050578,2.0735571,-0.54604626,-0.6512792,0.5495848,-2.082702,-0.17568636,0.44307303,-0.22687383,1.4202431,-1.3536528
33.771904,-5.86524,-0.29946968,-3.2631993,0.41296223,-4.0120244,2.169973,-2.7739997,-0.29997584,2.7309191,1.4102836,-0.28025955,-2.2662163,-2.431997,1.2306864,-0.6906153,-0.5057604,0.9745744,-1.4081727,-0.45616847
30.022318,-11.735955,0.9528204,-0.7265087,0.2975594,2.8319001,1.1579413,-0.73244995,-0.0035117033,3.960625,0.23933752,-1.0409678,1.3515354,1.1048642,0.077712595,-0.038602088,0.3073021,-0.25174817,1.454442,1.5242221
29.00826,-0.42086908,-0.9134093,-3.9276035,1.2212211,-0.113707334,-4.2123404,2.6040604,-3.3543332,0.09185758,-0.28995922,2.3455167,0.09629943,1.4126796,-1.7717502,-1.9449527,-0.89244056,0.40430933,-0.47927684,-0.21973965
33.29142,6.117565,-5.554087,-2.6088333,0.3393791,-5.139899,-0.79379064,0.1708953,2.3950202,1.9136864,-0.24577624,0.9774711,-1.2501234,-3.121261,0.05289917,0.5260358,1.9529734,-0.9563205,1.2583737,0.035398412
21.327505,-4.731997,-4.234829,5.583168,1.4572482,1.7448641,1.4271783,-1.4693315,2.9139466,4.480186,0.1487703,-0.10757751,0.26729608,-1.8496137,-0.67695135,0.41724238,0.20046154,-1.4005163,1.6135658,4.6796074
27.47878,0.20944102,4.2984185,1.3712363,-1.6161631,5.058497,-2.7286124,2.2538588,-2.4033055,-1.7994843,-0.747347,0.5663631,1.0933204,-2.8925192,-0.16163412,0.35717133,-0.28173745,-2.231176,1.6979566,-0.17533526
27.686762,-7.0808563,-1.9199367,-0.044287197,0.1056977,0.41889986,0.06871901,3.401344,1.8020322,-0.49424246,0.7088315,0.44480383,0.057035543,2.4135258,-0.6773748,-1.3743938,1.1571162,-0.78448313,-0.5649868,0.17987627
29.215595,-7.570139,-0.85909545,2.725607,-1.3633199,0.9999285,0.06910125,0.033914365,2.3616736,1.8221816,2.9585495,1.7084997,0.91890466,-1.0058329,-1.0492151,-0.95891666,-1.044975,-0.34499982,0.29266798,-0.20436598
25.696037,11.600517,-2.371708,-1.2534775,-0.8365639,-2.306042,-7.0372686,2.793792,0.9421589,1.0570812,1.2201364,5.6136065,2.074927,0.2856339,1.5139434,0.7101124,2.2173896,-0.100518055,2.7690825,1.0549877
31.581509,0.4403676,4.738859,-4.3372326,-1.621837,-0.19291095,7.5666227,2.6616764,1.5092096,-2.0638556,-4.049693,0.8347432,-3.7760608,1.3816279,2.3793848,-1.647986,-2.0184753,0.33293098,-1.200259,0.27940068
26.785906,5.3174186,-0.38168204,5.4052176,2.7435653,-3.820272,-3.5551825,4.003847,0.17791559,-0.12788987,1.4023147,-0.046465788,-0.7034384,1.0422623,-1.6846012,-0.5508349,1.4259458,-2.7167222,1.9377944,-0.9415844
28.284304,14.700225,3.9332964,-2.3170698,0.055359174,-1.4585092,-0.6056386,-0.26995432,2.1902878,-0.3356945,0.37352762,0.831956,-2.8215115,0.16890119,-1.0487599,-1.2673076,0.8694753,0.098643735,-0.59572,0.1317827
32.602898,-9.377204,1.0578144,1.4426225,-3.4662604,-4.549543,-4.77859,0.27040485,2.743882,1.1647594,-2.3309526,0.51288044,4.404461,-1.5287935,2.0315864,1.8560284,0.8743487,2.9773858,1.4440038,0.5923457
27.198204,18.396286,-2.3587773,-4.439535,-0.16173783,1.1606792,-0.6698794,3.6254396,-2.0915973,0.9878736,-1.9790616,0.27643508,-3.0694191,-0.6256116,-0.887071,-1.8069336,0.04490166,2.0454867,-0.0075056707,-0.7114544
24.52903,-2.939881,14.144598,2.8963017,2.0679822,-6.1372175,0.36522582,-0.8650908,7.6700807,-4.041515,1.1013131,2.6144261,-2.5563273,-3.0057805,-2.6226957,1.311611,0.13100454,1.5448488,0.6950339,-3.0794246
25.240713,12.863141,-9.037988,-2.991147,1.0287337,-6.359306,5.3064795,4.705793,-0.6901978,-4.3249226,0.21644835,4.9807215,0.33415243,-1.0345687,0.9828658,2.0506077,4.7073646,-1.5641412,0.4915174,0.4610155
31.52255,-2.3887086,1.8416607,-2.2644835,-1.2633234,0.38423163,-3.0854666,1.6930377,-1.7656121,2.5231352,1.3449897,0.14008845,-2.502875,4.1778846,0.152937,-1.958757,-0.9206304,0.77669334,2.4066885,-1.2332927
29.338516,0.4446008,9.910532,-3.8485081,1.0058552,1.1397148,0.29652962,-0.22213621,0.34907374,-0.004976226,2.7291827,1.2837732,5.799728,0.7574931,-0.5859799,2.1666605,0.5423964,-4.0508466,2.6976542,-0.92000467
29.495398,9.152462,2.9037802,-2.1213965,1.7427479,0.61204004,-1.1070096,0.09205144,-1.4094741,1.6118469,1.5995661,-2.7240438,-1.1745117,0.002231792,-0.69906306,-1.0398349,-2.397774,0.23429899,1.845,-1.3473998
30.137499,-0.16308518,4.5204926,3.078171,-3.855152,1.4604992,1.7953084,-2.663805,-0.62774116,-1.966162,-3.59685,-0.8949227,-1.4322582,0.729782,-0.13454042,-0.975854,0.9536301,-0.6878954,-2.4169364,0.105276905
24.822483,7.197095,-1.6208851,-0.5518982,-4.7276683,3.7247133,1.9125706,0.9953316,-2.9546194,-3.8759363,2.0497622,4.959957,1.8301266,-1.5112883,2.7856464,-2.9562154,-4.8198695,0.9831312,-1.9037331,1.2916515
27.726036,19.623056,-8.698704,-6.6447754,-1.2424815,-1.8896831,-5.031808,3.1674747,-5.9357247,0.015194468,1.1604934,-0.8483203,2.6813223,1.6663786,-0.66408926,2.1018069,3.0563452,-2.3772805,1.2456355,-0.1570736
24.617998,20.139128,-5.5383205,6.3389945,1.4106952,-5.824859,-1.9047211,3.862073,-0.8016894,2.780265,-1.6623924,2.7341812,1.7609801,-0.97692704,-2.321364,0.68881583,2.6661777,1.2296299,0.9739201,0.12281694
27.412756,-1.5885432,9.682083,3.6161852,-0.34717867,4.8478494,0.42285934,1.1454241,0.26983294,-0.5563331,-2.5203218,-0.3756343,1.1775882,-1.7079406,2.714794,0.34868565,3.2190344,0.0056671347,-0.56678826,0.8326873
28.851477,10.822932,1.3295788,-0.59348303,4.1874485,2.9443297,-4.9573736,3.581328,2.4654126,2.5463562,-0.7208707,-2.829454,-0.82637686,0.240053,0.7516155,1.4313331,-0.82448196,-0.59058195,0.43436,-0.011837016
33.83497,-9.290316,3.6792831,-0.12173656,-3.536358,1.0381927,-1.6376675,1.4810978,-1.0444785,3.5103,0.16420388,0.16420604,-0.89486474,-2.0300708,0.064426884,5.4430923,0.5464934,0.30409658,-0.8837878,-0.1069066
34.584705,-2.2219229,0.021900605,0.6364317,-5.8275676,0.38497722,-1.0000796,-2.245007,-2.24294,-0.44225392,-2.3187497,-3.3716576,0.8476652,-0.8827168,1.0157801,-1.0796891,0.38729015,-0.41285035,1.9921935,-1.4039518
26.661034,9.0023,1.6396601,6.5228586,1.3405788,-2.5075853,-1.071492,2.0013418,-0.4189054,1.8707525,-0.96071166,0.8533394,0.96561134,1.100497,-0.58336955,0.42869422,0.63788277,-2.7674935,-0.05961937,-0.027412983
25.694443,9.200387,1.1184741,1.7145928,1.2651663,-3.813282,-1.1965246,3.0579915,-0.35830775,-1.1444412,-0.52235186,-0.9914335,0.61360264,0.5019153,-1.2436819,4.2305064,-1.4667785,-2.277774,-3.6230893,0.9652739
28.238182,-3.9702418,0.3029263,-0.90686893,-2.1843286,-4.094482,0.43775702,-0.5308127,1.2458024,0.5950656,0.999262,2.0078592,0.4007276,-1.7844808,-0.23556979,1.2715329,-1.34992,-0.70846146,-0.9982722,0.60967624
30.086344,-3.2785182,-1.5128063,1.3677528,5.977693,3.7570088,3.2696369,-0.8891766,-1.1421577,-0.65463233,-1.4684187,-0.62092245,2.081956,-0.54221123,-0.037330534,-1.3028483,-0.2619242,-2.2816784,0.43514192,-0.38867274
31.37641,3.7497776,1.1326069,0.7568244,-2.948693,-1.8149207,-6.760023,-1.4389814,1.9446775,1.013058,3.063848,-0.40424758,1.3867885,-0.26563606,-3.941315,0.4094889,1.059479,0.27778265,1.2757825,-1.3994038
11.3455105,-8.674325,8.643094,3.0400152,-5.2416325,-4.654593,-3.7747166,6.437781,-0.0832272,5.1623726,5.2894616,-0.19483864,-0.52111495,-1.661382,0.005575689,1.5023735,-2.6738825,-0.49703422,-3.2297282,-0.13254827
18.701313,12.273643,-1.7947491,21.991144,1.0273108,-12.551251,-2.016568,6.718798,-1.6847049,3.9921255,-1.0574229,-2.8585813,1.195083,0.477767,-1.2173029,0.061821554,2.1364775,-2.2725453,-0.9156231,-1.4929258
30.334236,-5.797678,-2.1432197,0.9031927,-3.4673169,2.252635,-0.7078468,-0.09978396,2.5410779,-0.11864349,0.117758945,0.13273428,0.3798229,-0.55343664,2.3428698,0.31021452,0.9674799,-1.6385597,-1.1274533,0.28103015
27.31518,-2.0686176,4.9751186,8.552306,0.24634467,-0.54540825,5.9989076,3.0595968,-0.5686446,0.16015589,-1.9509761,-0.6333786,0.0065677157,1.6734359,-1.1164682,0.42011866,-1.4874521,-0.18022856,-0.30649722,1.5531313
27.420345,1.091372,-4.801103,-0.18376164,0.47101468,-5.2019777,1.8507062,-1.2673119,2.1481583,-2.9989347,0.6990979,2.9051516,0.76474893,-1.5551784,0.09644339,1.2113494,0.63803416,1.717901,1.0192184,-1.0928483
28.583555,4.7228465,7.955954,0.924144,1.0754167,0.5140863,-2.131558,0.59729254,3.7300744,-0.87651074,-1.9747936,1.3648018,1.2785933,-0.9271576,-2.643019,0.3163576,-1.001827,-1.1913029,-0.73632556,-1.0972624
31.681538,-3.0990057,-2.6674876,1.4635638,4.4501762,-0.9679672,-1.7752268,-4.5099716,-0.9886515,4.157724,-2.9377017,-0.8906489,-1.6833777,-1.6247153,1.6665729,-0.93510026,-0.70585334,0.020190846,-0.58313423,1.357531
32.663567,-4.718747,0.6722922,-1.7847273,5.285928,0.6151189,-1.5033472,2.4810772,-2.733808,1.4889164,-0.21683808,-2.400575,-3.6747985,-1.4729692,-0.43868366,-1.5957851,0.5020366,1.539391,-1.1426487,-0.21884418
22.516148,0.89384073,-1.9135568,11.234772,-1.6607293,-10.085861,1.1387475,5.5615497,1.4267449,-1.5509177,0.22320731,-2.3212492,1.9048307,2.3619368,-0.43770865,0.079450265,-2.398924,-2.0534062,-0.87298554,-0.1079418
29.936129,10.733216,-5.394363,2.575656,-2.8685021,-3.320928,2.2472234,0.41592345,0.23393117,0.79859906,-1.1733583,-2.5735054,0.000538888,2.1679366,0.04920811,0.0017883768,-2.0997112,3.6132505,-1.4951253,-1.4644963
28.454243,8.210602,6.454338,-0.8678104,2.8941612,4.249243,3.2051554,2.9291263,-2.7649531,0.3029301,-1.5788689,-0.45205677,2.4553075,-3.5856018,1.2228165,-2.5867267,2.4724307,0.30332616,1.6324508,-0.103580505
29.692736,-7.4755917,2.8479567,1.0826547,-0.9544686,1.0992604,-0.11640025,-0.62288374,3.7719066,-1.8046669,-0.020796107,-0.13392515,0.44232282,1.303851,-0.29508427,0.23983325,-0.4984065,-0.8782977,-1.1810721,-0.43671614
31.903551,7.4337616,-2.2686586,1.3702983,-1.32334,1.062574,-3.448292,0.413997,1.0649797,-0.6714809,-2.0251658,-1.589037,-1.6633582,0.3526387,1.9319112,0.6236171,-2.321719,1.1602646,2.1799576,0.005222692
25.260557,-1.7068157,2.91062,2.9263031,-4.9878106,-1.0089811,-0.39171052,0.6487357,0.69494814,1.9707456,0.3760924,-0.81609964,2.0795405,-2.935318,-0.7663649,-1.8314629,-0.45021346,-1.1228842,0.6397023,-1.2043166
27.632887,8.415509,-3.223153,5.1619463,-1.0251491,-3.6828706,-1.1517035,0.7564161,2.6753705,0.93849045,-2.6044803,0.7914584,1.720324,0.09450978,-0.9731687,1.2111286,1.450419,-1.3684636,0.42256415,-0.032786857
24.974724,-10.524151,4.242167,2.0243573,0.11439006,2.723172,-4.368405,4.3992534,0.55227375,-1.0469264,4.835421,-0.048426293,-2.394788,2.396321,3.1689801,-3.4271846,1.8510016,0.7839397,-0.652731,0.4860355
27.082935,-1.7910988,1.4197403,-1.4736294,3.9348767,-4.3131337,2.148936,-2.51805,3.7265697,-2.452705,1.5633556,-0.12598033,3.8077657,-2.1113853,-1.9797361,3.1136267,1.551546,-0.9063898,0.87916553,0.7373215
35.06495,-4.4074073,-4.8100986,0.64564675,0.40739223,0.23960578,-3.4550424,-1.0084152,1.0374526,0.7874351,-3.848038,-1.8001689,-0.546383,0.92034984,0.6629072,-0.5407326,-2.0926394,1.5920045,0.512039,-1.3245863
27.249512,-3.6593904,-1.7722691,-0.32839388,-3.0240853,0.6278751,5.220049,1.9543732,-1.6509353,0.76038986,2.1866624,-2.0555558,-2.8079321,-2.0848026,0.46702746,-0.79329026,0.16236795,-0.6879431,0.8241895,0.93837976
32.39105,8.071424,-3.4052284,1.9922022,-6.3727393,-0.78043556,-2.120163,-2.3229277,6.248555,2.4203148,-2.2630649,-8.12276,-0.3668677,3.4131942,4.7850704,6.234349,-0.71773475,8.148379,5.15316,-0.7731607
27.813555,19.203623,1.054566,-0.25326386,-3.3399007,2.4772654,7.082758,-1.9012991,-2.596882,3.067879,-3.5294838,1.7799634,-0.8885805,0.69858366,-6.191357,1.0638883,0.4960263,2.597848,2.8510087,5.8157578
30.21019,-10.053524,-10.579481,-2.5233014,3.2684748,-6.4341607,-3.0373452,-3.2778904,2.8983753,-4.545302,0.2684741,-0.65686035,2.1192243,0.9908037,2.1393075,2.328929,0.08589923,-2.5470538,0.040358547,0.44611114
30.882957,-7.196309,-1.1092107,-4.4412923,2.7043173,-0.94009995,-2.133238,4.7282944,0.01162354,-0.86571026,-1.8833594,0.6151154,-0.18325734,0.44654834,-0.57536894,0.58921504,0.42067462,0.745875,-0.9869511,-0.18379608
29.107191,3.0244215,-4.2461476,1.6773638,6.992512,-4.061165,-0.57508904,-2.9761584,2.8200958,-0.07542086,0.34689367,-0.97840714,1.8013301,-0.4679739,-0.76916724,1.7107455,-0.7256206,-3.1323519,-0.113476366,1.0195585
29.73841,8.810646,-1.6991669,-4.389165,-2.4047596,-0.61918175,-0.241872,2.132148,-1.7585258,1.5341479,0.4570601,1.8793025,1.3571717,-2.9053378,0.6349223,-0.06540419,0.020001601,0.5248777,0.21630839,0.10848838
35.640965,-14.061159,-3.9549494,-1.9556454,0.58558637,1.2417686,-0.91774774,-1.0918115,-3.6655746,1.3421224,-0.036692824,0.31478134,-1.6158466,2.1462178,-2.1013536,3.633215,-0.124638595,1.7922586,0.6520992,2.585771
32.284786,-2.6769907,-0.11917338,-2.959305,10.529486,-2.7092607,-1.3358818,-6.558169,4.507232,0.7459081,2.4914088,-0.24696258,-2.059029,2.6803503,-0.19050658,0.3322394,-1.5249218,-2.276184,0.9638905,-0.55379665
30.423504,-2.3676367,-4.1638484,0.67071843,4.560022,-2.1945517,2.2488606,-1.2234738,2.5240939,0.64308524,-2.0089622,1.0386318,-0.22658095,0.21552317,-0.91256756,1.1058785,1.0087341,0.7223122,-1.2454096,-0.15724157
25.425133,11.074581,-0.04530783,2.227793,10.361367,3.1662068,1.9507223,-3.3999228,2.2849588,-4.069581,7.2514453,-0.31193662,-1.6174413,-1.3039527,-2.8308475,0.008554911,-2.856349,-2.7003546,4.0149236,-1.2319673
30.759285,1.6535426,-1.4748377,0.48744562,0.65957004,-1.3252205,-3.2102954,-2.748722,-0.010236173,-0.98829496,1.2735385,0.5137727,0.19021462,0.52521074,-2.4759793,-0.62022686,0.99004155,-0.6453754,1.8241255,-0.8583674
23.015461,6.867121,1.927088,22.927505,0.1421243,-1.4969035,4.5470896,3.8300822,-6.011279,-3.2630436,0.58546007,-0.03777888,1.1064352,1.4652442,3.6551173,2.269788,-1.3434536,-1.9049361,-1.4379983,0.54186153
31.907423,16.185986,3.7357192,-3.0420687,-2.5295541,1.3678974,6.522412,-1.0729206,-0.922025,2.2926095,0.6708172,1.8715911,-1.3282101,0.70411706,-0.9202405,-0.95465094,-0.18943085,0.061211947,2.5520644,3.653638
35.484493,-1.2383441,-4.536676,0.77578205,-3.0624948,-1.3054253,-1.5721563,-4.6205683,-2.1677027,-1.0874773,-1.0494782,-0.72781456,-0.080688596,-0.7544781,-0.19184707,1.0162214,0.73139226,-1.1254357,-0.3364628,-0.13060944
31.134468,3.195351,9.232086,-1.0113844,2.196179,-1.0938818,-3.3714244,-4.82936,0.2908842,0.52745086,1.5556226,0.1965681,-0.68641704,2.1014104,2.411412,-0.9685522,-0.71631235,-0.59864295,-0.9906418,1.1716899
33.247204,1.0573062,2.8744211,-3.4862335,1.5043631,0.36066252,-0.014782744,-2.905374,-4.937841,1.403558,-3.097709,3.2924135,0.2822356,4.6235175,-0.06664717,-0.14481379,0.27341348,-1.460444,-1.3512424,1.2937155
30.84642,5.324604,1.660769,0.15977217,-3.7334921,2.83321,7.690369,-0.7654856,-2.2421477,0.0705335,1.1947398,-0.40536207,-0.10710382,-4.5023,2.8347871,-2.5331707,2.1228797,-0.39962924,1.326899,1.3537663
20.597439,12.109352,-8.517968,0.39375505,6.921943,-1.520358,1.6667188,1.4298322,6.229278,-4.554726,6.5952735,3.0164082,0.55575585,-0.83279485,0.005993358,3.3679104,2.5526974,1.0047951,-0.32763168,2.450573
29.214197,-7.0917015,4.185372,-2.787213,-3.7135193,-0.6533115,0.8611045,-0.6928989,-0.37718585,-2.158453,0.37533152,-0.9982684,0.3890022,-1.5092177,-0.8200864,0.0031099736,-0.20463473,-0.16071388,-2.4567142,1.0633577
29.383314,13.621383,3.3143055,-1.4513353,3.835133,4.3674884,-4.923147,-1.3664061,-4.653845,6.0723443,5.2820177,-1.4840715,1.2351125,1.7124025,0.8611339,-1.3428774,0.25810355,0.1955793,-0.28912798,1.1404926
30.523872,-4.832654,-1.8556224,-1.325245,1.880418,1.6904883,0.63073176,2.7691042,-3.3210797,-1.5731069,0.18980968,1.383654,-0.45600984,-2.1105404,-1.7685766,-1.9855043,-1.9589866,1.4137427,-0.14909752,-0.6430796
32.175743,1.8064628,0.7039086,0.6427203,-3.4665,2.103862,0.75465333,-2.8050044,-0.61214566,-0.71488214,-1.3481667,-1.5590677,3.9209847,-0.8461888,2.1814485,1.0846889,0.123882815,-1.6778558,-1.2374765,0.47460935
32.04277,-0.55099344,-4.4340906,-3.1340363,1.3059934,-2.6677742,0.13518108,0.049048666,-0.2121997,-3.7624729,-0.73867565,0.6991857,0.71366274,-0.029424008,3.5693746,2.4037216,0.8710425,-2.1566541,1.3019005,2.0413754
30.10885,-6.4763074,0.8240203,-3.9139738,-5.939711,-1.718222,-3.5614092,3.2820923,0.08259636,0.043161087,2.683354,0.38385013,1.564461,-3.2349403,-1.6258845,1.1854335,-2.4145916,-0.08754244,-2.2437563,-0.18179
32.557293,-0.6884147,-7.8607674,0.23063473,-1.7246106,-4.2994604,-3.741655,1.8271023,3.400312,-0.76842463,1.9232041,0.8397933,-0.7369827,-0.24691959,-0.058520455,0.19134595,-0.5162598,-0.4853843,2.245382,0.3188364
33.606846,-14.2903,-2.607499,-2.0905802,6.499963,-3.971647,-2.1841412,-2.0251231,-4.66108,1.7184024,0.6064689,3.4652567,-1.4405345,0.9062474,1.7341485,0.05981115,0.5873829,2.8293622,0.46360135,-0.15891373
27.634169,6.0580435,-0.5969938,-0.9382629,-3.633937,-2.722892,-2.939331,-1.549267,1.4548532,-5.3583765,0.07487971,-0.40314984,0.096508704,-0.15520988,0.15883748,2.209789,2.8548396,-0.3714258,-2.5257375,1.3679309
28.314741,-7.775417,-2.2470484,-1.532653,2.1499531,0.5372776,0.4423483,0.7587244,1.0324652,-0.5651986,-2.7709446,1.4570137,2.5599144,0.8056143,-0.67351675,-1.2096207,0.20788673,0.9188848,-1.3819691,-0.14339945
34.87403,-0.293947,0.48470795,-1.3536146,0.54258937,4.9087515,5.9263067,0.44814265,3.8518944,1.8400229,-1.4109721,2.572139,3.0096154,0.69222087,2.652225,-1.2030832,-0.060316786,-0.65051585,-0.54527193,-0.69587815
27.804039,2.7814906,6.271041,3.0067346,-0.57255554,1.1401895,-2.2156484,4.205376,-1.430281,-0.8886978,-1.621881,0.12496055,-3.596389,-1.1585202,-0.36565316,2.8752437,-2.082223,0.39910552,0.23936252,-1.6135523
27.836897,1.0904169,5.0813994,5.2988706,-2.4701228,4.1949577,-1.3079405,-0.23016514,5.2210717,1.1800768,-2.3199666,-0.43767813,1.4845164,-1.2213166,2.8406644,6.104796,-1.6977042,3.0829523,3.1198502,-1.4617366
30.91484,-8.97799,-3.1295328,-1.8572748,-0.3468798,-0.86529154,-2.0196002,1.1039008,-0.8807551,-0.46318096,1.7029068,2.902361,-1.2155595,5.1529446,-2.1168652,-2.5528176,1.3564402,2.7043428,-0.61875457,-0.60149217
31.108528,-8.427226,-0.100404836,0.6460773,3.068323,3.9979334,-0.80258805,4.383002,3.3917146,1.5174018,-3.4418166,-0.5606264,-0.20078506,0.5917539,1.109343,2.9026968,-2.1198578,2.2556744,0.46763074,-1.3708713
30.531277,-6.6153307,3.6511824,-0.08891127,2.972225,9.537319,0.31341127,7.548372,5.26767,3.6681879,0.20871021,2.779259,2.7210295,3.8112583,0.22905108,-1.6633203,3.1593783,0.5041616,-1.1937215,-2.1880977
27.121038,2.171778,2.9737606,-0.4164148,0.5864228,-0.69766337,-3.0694447,-1.2312206,5.3080626,-1.8133368,-0.020222278,-1.2720525,2.4815037,-1.1767246,-1.3082105,-1.255712,0.7910929,-0.895461,-0.60656977,0.23469509
32.37143,-7.299592,0.48702478,-5.709078,4.0738306,9.295311,-0.648812,3.5891442,-3.535152,4.6654263,2.277037,0.5565921,5.665857,2.220113,0.06713741,5.25243,-0.2171006,-1.5513104,-0.5725431,8.674704
26.103518,3.0697753,0.3483663,9.4909725,-2.8447585,-3.427536,0.5293222,5.6269083,3.169014,5.9307804,2.083895,0.9426041,1.5785235,2.0968385,1.3537669,-0.7008512,0.3467978,-1.1792055,0.050365407,-0.83756495
35.51855,12.6963215,-9.762696,-1.8206799,-2.628492,1.5689638,1.6401569,-4.567933,-1.4993191,-2.137518,0.3637802,3.566055,2.9527245,0.5637238,-1.2692395,0.6239841,0.73926145,2.0940638,-1.2514797,-0.07877341
35.509415,-6.817832,-6.7041893,-1.751704,-0.81431246,-1.1760904,0.06842169,-3.5877235,-2.1380153,-1.8343699,0.7102446,-0.3535705,-0.035936005,1.0817853,-0.19261068,-0.6278098,0.63579404,-0.99646634,0.57298386,-1.429145
36.875973,4.6446934,-0.5537007,-3.9609246,-7.926032,-0.09873201,5.514274,0.075332284,-0.8105615,1.740029,-0.91159105,0.4442639,0.6716368,-0.9206191,1.5482202,1.2813871,-5.001778,2.57686,2.9807212,-2.2879004
26.709282,-5.114071,2.0950255,0.6744234,-0.48811838,-2.955757,-7.15977,4.7423167,-1.0792336,-4.646671,0.5558985,-0.18590912,-0.65370166,-1.0439055,2.2071655,-2.810705,1.328527,1.9025198,-0.9018375,-0.05941131
33.055332,-6.779573,-2.7990959,-1.1467726,-0.042638555,-1.7875844,-0.28524077,-2.2978094,0.19115555,-1.39689,-2.1786888,1.9268557,-0.16543713,2.2973032,0.5538312,-0.6661298,-0.6301211,-1.3345028,0.76996374,-0.0041865534
30.830881,-8.728522,2.3912823,0.57003456,1.6884122,-2.7689989,-2.0413408,-3.5728848,-0.5346529,0.2877522,-1.050965,0.74853194,-1.6019921,-1.8212417,1.8681664,3.6662557,0.85305476,-0.35969448,-2.0658147,2.2806487
25.496851,9.8392515,3.0805738,-1.1359934,5.0373445,-1.028533,-3.0237973,0.3298571,0.96097744,-1.8867761,-2.770823,0.20682223,-3.6139882,0.31254908,-1.5790505,-1.7956989,-0.842883,1.8394619,-0.23073104,-1.0014542
29.508966,2.3119721,-0.6482814,-1.2441847,0.07357368,-2.0687227,-0.6767623,-3.5326016,1.3674847,1.8107677,-3.029298,-2.674882,1.1178576,-1.9992807,1.6678355,-2.1881309,2.6402209,0.11579647,-0.3232585,0.43261206
