Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5,Spacy-TSVD_6,Spacy-TSVD_7,Spacy-TSVD_8,Spacy-TSVD_9,Spacy-TSVD_10
33.76765,-11.934906,-5.281474,-2.7932913,-2.539648,-3.6433754,0.6147353,-0.08370755,1.6467804,0.26759967
29.935268,18.721666,-7.419659,-1.4475816,4.1017585,-2.1355913,-6.556139,-1.5289954,-2.5753977,3.3733854
34.617523,-0.8376972,0.45459473,3.2827032,0.22109695,5.832861,1.1257064,-1.6244807,0.7601695,2.5076714
24.48681,6.229852,5.8438835,7.5216885,10.828117,3.7718697,4.510964,-5.693038,3.2878258,-6.775501
31.825111,-3.7655773,-1.5482839,0.13992001,1.478136,5.3606606,-1.8795798,1.7779207,-2.9929576,2.7252011
34.80855,-6.225214,-1.2682736,3.0899904,-5.5356755,1.5107496,1.4388222,-4.048675,-1.9898269,2.76474
32.013645,1.4542495,7.664296,1.0506456,1.3872074,-2.4783337,5.4198394,-3.8133953,2.3474684,-4.015913
30.288563,-4.0320783,-0.29394183,-3.3631883,2.906146,-4.148186,0.50439155,-3.0855122,2.2214656,0.6143236
35.08223,-4.7461905,0.80258715,2.2101097,-2.9321182,-2.777457,-5.7586484,0.38492036,2.7573056,3.3181846
32.83241,-8.991815,-1.3910413,-4.385556,16.566809,-3.6704063,5.633732,-6.922666,0.4618632,-4.0205407
29.129185,2.179367,-4.1661997,2.2936928,-0.69310796,-3.0330482,-1.9350837,0.28215635,2.4448142,0.69049394
32.313244,10.654644,-10.587182,3.242497,2.4610415,7.4568563,-2.884137,-3.820944,2.165321,1.221451
21.867348,21.114626,-7.2132397,-4.494771,-0.37150443,-1.9465555,-0.7173139,0.52012175,-1.5162653,0.79609525
31.590368,12.268686,-0.33902988,-3.8858032,-1.6286851,-2.8148983,1.1728865,0.2573861,2.3048782,0.92513657
30.131424,-8.710006,4.5924196,-0.10500568,-1.4017799,2.5135906,1.2038904,1.8785261,-3.9491606,2.5628011
37.90899,-14.274548,-4.5017467,-2.2416685,-0.9870374,0.7060396,3.6352654,-0.21083966,-0.49914274,2.3689067
31.229156,-6.719919,1.6511666,-1.3215514,0.5472809,1.9798669,-3.7014709,3.1749535,4.052948,4.1976595
32.75921,-8.07696,14.08724,2.607897,-6.1099896,0.8481605,-1.204085,-5.4107127,0.53093845,-0.554824
31.154621,8.079404,-3.4677312,-4.970055,-5.216845,-4.936355,2.207592,-0.65701383,-0.4632613,-1.4164878
30.932907,-10.069497,0.407754,-1.7041267,0.20404904,-3.195238,-1.2291731,2.0650332,-2.9560974,-1.7570913
32.59083,1.5009782,-2.9172554,-1.5616152,-1.4748688,6.0795856,1.7223687,0.094913185,-0.526029,-1.3405715
17.332232,19.151024,-5.457697,-0.569721,10.349226,-6.117764,3.723786,3.6159108,4.2801204,-3.1448822
25.485407,18.975342,-4.6438475,1.7142904,-2.6272025,-1.4701935,1.0950037,-1.7831923,0.52483445,-0.2078976
29.869663,-1.3824968,-0.34601158,-3.236129,-2.226611,-2.3478022,0.2555856,-0.79002917,2.3872743,2.0376918
33.63848,-10.627708,-5.9623866,-2.5830104,2.9756339,-1.585178,5.0878663,0.0097561395,-3.9188352,-1.032396
32.368565,-0.92594403,-3.9736674,-4.0732074,-0.37168,0.29593262,3.4990277,1.1120621,-0.32647598,-1.8708509
32.83232,-3.0081336,-7.6933184,0.6354416,-2.7747872,4.3992624,2.1198423,-1.6920034,2.6843846,-3.14793
27.42619,-2.38693,-8.71187,-1.7987803,-2.9248781,-2.7672794,-2.938135,0.86453664,3.1484666,-5.8111024
33.993282,-8.101289,-1.4338822,1.9974937,-3.4120955,2.9533434,2.170528,-1.4815004,-1.8936437,-2.0470986
29.472658,3.921327,5.2470584,1.4564239,-4.51814,-0.68614274,-0.40323412,0.41729328,4.791685,-4.0691
31.399052,-1.4773278,-3.6708302,9.151746,-2.60497,-2.1146305,4.600672,3.3631332,-3.4356952,3.1908987
34.75409,-4.7899184,-5.9017196,0.76847816,-6.5310493,-2.9615479,-2.1079822,-1.8968815,0.9644772,-1.8096589
32.84324,-4.3470073,-1.4076116,-0.18172757,-1.5351176,-2.9985096,-3.65668,0.20990309,1.9647359,-0.1670114
30.184332,2.8811698,0.59887534,-1.8362137,1.4893056,4.520975,-0.94028026,3.3854852,1.9282563,-2.3983378
24.381514,20.004013,2.329644,6.977028,1.9118574,2.873888,-3.0533686,-3.2849474,-2.2229662,5.218719
30.441574,14.468533,6.0079,0.41581795,2.6036706,3.1793768,1.3735769,-1.7735454,5.1152973,3.171445
24.324903,-4.8526726,2.8271294,-2.7469044,6.3055844,2.8221426,-1.4134413,3.7337139,1.6877935,-0.18523173
30.517326,10.364643,1.4007525,-2.534411,2.2526891,-1.8365754,2.5655243,-4.221731,1.3219057,0.24206941
32.233803,1.8682781,7.231471,-0.73116004,-4.262453,-2.0615888,4.2809706,-3.7300022,-0.8143693,-0.8216772
31.857227,-7.887354,-0.7725707,-0.40471512,-2.5479262,-2.9205506,-4.651896,0.123537354,0.68212914,1.3218613
29.075817,6.812644,2.339376,-4.45067,2.1624832,-2.386988,-0.7763309,-4.112331,0.30297294,1.0086093
29.938147,-2.7450309,2.4615989,-4.626461,4.7817936,-0.44030398,-1.618827,2.4057038,0.5762997,-1.4748265
29.116426,14.964814,0.8431361,-3.734227,0.07955436,-2.4391413,0.7795372,-0.52646846,2.5885172,0.35629496
29.843756,7.485808,-2.944428,-5.4190683,2.0688078,-4.045619,5.2722125,0.31802815,3.3517256,5.13763
32.39474,-4.219707,-0.35114443,-0.19628233,5.8192954,-2.2370074,-0.6802148,-3.463163,0.068622805,0.79132676
26.046705,-9.854718,1.2544115,-0.001492559,-1.2367274,-3.8638542,-4.361492,1.4555223,0.90430665,0.40314627
33.925648,7.129643,-3.0342517,-1.3437293,-3.9641173,5.3790026,4.369648,3.5044768,4.8386226,-0.36558962
29.46444,-4.681707,-1.2559873,-2.9946425,1.1921585,-0.3549619,-2.14141,2.7427542,4.273705,-3.0756657
38.31587,-10.991825,1.8656441,-0.10157443,4.190432,-2.802471,4.512561,-8.048012,0.70436156,-1.4979142
30.902426,8.916329,8.014891,4.8550105,-4.093437,6.8451467,0.576343,-4.101301,-0.03492099,2.276927
31.816305,0.25378338,-0.9059851,-6.051335,-1.4656847,-1.9722775,0.027944913,0.010802876,0.52672917,1.5623977
29.193472,-1.1391877,2.5113165,2.9205701,-2.9124897,1.964429,-0.35875195,-2.445264,0.9137047,-1.801656
27.277687,-1.1627129,0.76636714,3.1009185,-3.3302429,-0.20583405,-6.9136496,3.4083076,6.0328684,1.131028
30.08667,-7.876573,-0.9415587,-4.245518,1.7048535,0.847291,-1.4477701,3.2387273,-2.0959775,-1.9861282
28.622555,-3.5216737,3.8451936,3.829777,0.9199039,3.5569277,2.3545082,-1.1851737,5.969188,2.463024
31.512379,-10.126256,1.6352172,-0.69950074,-0.19381942,2.5078566,-5.6905766,3.693907,1.0882746,0.610076
29.499182,-3.3955288,5.147645,2.767686,5.4818387,-5.9349008,0.99467355,-9.8028755,0.47006854,-0.5881399
28.740639,-1.5217643,1.6566055,-3.0587015,0.68501055,-4.6834292,-4.2950015,0.15309514,4.5486083,-3.4761612
12.27753,12.249697,1.124292,8.270694,4.037133,-3.7199159,-1.6459143,2.5077198,-2.1008196,0.8959386
34.890408,1.9976529,4.110562,0.15891214,-7.6785398,0.5852732,2.7797863,-3.332,-1.4436916,-0.23737708
35.852642,16.625973,-7.0936213,0.15177009,-6.8078933,10.340264,5.37957,-0.83718204,-0.09501835,-5.319748
36.63696,-3.3077636,-3.466602,-2.4167964,0.3709818,-1.0834692,3.1480646,-4.151051,-0.8192851,4.115534
30.277073,-0.6933227,-1.9299349,-3.2163565,2.691814,0.7940631,-1.3477167,0.33874246,0.72271925,-0.7975033
25.200624,1.4442083,13.676261,-0.6060998,10.823944,-4.2859354,6.0710816,1.3504,7.227656,-9.300611
31.176857,-9.740115,-4.7509108,-1.3537327,0.085391864,3.3244069,-0.839717,1.9611937,1.1663413,0.32798776
32.96516,-3.064395,4.0570407,0.6817241,-3.6677792,-1.6199944,3.2618783,-5.275591,-0.53566366,-2.8917813
33.296867,-8.322618,-0.26319578,-2.1250455,0.50233644,-4.04072,-0.38138893,0.051051874,-0.5586523,1.5939715
33.363052,3.037714,-7.421193,3.2261405,-2.3364525,0.59474194,2.6008866,-2.4682415,-1.3169986,2.1477702
34.28643,-6.628555,-2.1984055,1.1423002,2.9629402,3.194033,1.1110818,-3.712574,1.1499369,1.6792806
31.712275,2.166744,8.215508,3.5948322,1.5442563,1.5219399,-0.5283426,-7.482026,4.030245,0.61334556
28.31866,8.380519,-1.1457181,4.397824,0.25985062,2.1495833,-2.5779119,-0.3337731,-1.8595312,0.3075788
30.334665,-5.4853373,-0.17981888,-0.11385476,2.3154387,-1.4195281,-0.58848006,-0.78327024,4.421212,0.41122797
33.65006,1.4950907,1.5268464,-2.3926296,-1.1235027,-3.2376199,1.7357855,-1.934939,0.59394014,0.31461865
33.06533,16.614145,2.8975852,1.458666,-4.4605985,1.6419431,-2.9952204,-0.94314283,0.4887473,1.7982061
26.924921,7.7231836,-2.5113747,-4.5350757,3.2227542,-2.7280734,-1.9961386,0.31790453,-2.726146,2.1344423
29.427212,-14.17864,-5.6616077,-2.526179,-0.046235695,-5.0786843,-6.951684,-2.5834792,2.0839818,-1.6417811
27.304424,26.455013,-11.454226,-3.3386393,-7.0045094,2.1126502,7.4246054,0.54902154,-1.1396052,-2.3603609
30.941175,6.7093196,-1.3133055,-2.8801823,0.20016345,-1.4967273,4.335914,0.4499781,-0.31499526,-1.3391745
30.361248,-11.0099945,3.4751487,3.355766,4.9667573,0.24184945,2.7748175,-2.363828,0.6588061,-4.988473
31.87971,-14.067509,-2.975227,-3.6200078,-0.010680277,-2.5448847,-4.137461,-1.5348434,-5.646032,-1.6238208
29.70336,-1.6604031,-1.3772799,-0.44639802,-4.847052,1.6218523,-2.424913,2.4738405,-3.1753502,-2.1127594
26.163969,-1.2027774,1.9710808,-2.0057285,-2.725895,-1.4752873,-6.072777,2.5052633,-1.3526522,0.8911407
22.999868,16.88432,-7.7605977,10.773966,4.6369405,-3.7233224,3.0464196,6.487501,-4.1551013,1.4412715
31.576511,-6.842525,-3.2742796,4.177748,3.9804027,1.3599205,0.48441052,-2.3649044,-1.3026413,3.2227695
30.438223,-2.1408587,5.220004,-0.48664588,-2.3625298,0.25617507,-4.683259,1.694345,-2.683909,-1.7807664
29.82678,17.079128,5.1184006,-3.9043877,5.475228,-2.2189012,-1.1176174,-2.6984394,1.5366088,1.3429502
23.52778,-5.8636527,-0.7480326,4.982566,3.9401188,2.0488548,0.3603162,5.1686664,-3.8450313,-3.7833881
31.753088,-8.658334,-0.99407595,-0.11215913,3.0970836,-0.9106829,0.07698975,-2.3654003,-4.6348023,0.29911983
28.878674,12.345897,0.1375665,-3.5057547,1.3448058,5.2367287,-3.1305475,4.2310624,-1.711876,0.96594405
31.155113,-0.07611835,4.154738,-0.7842094,-1.936986,-2.0962198,3.8835502,-0.84368384,1.9362407,-1.6876477
30.784225,7.065869,-0.14629342,-1.606072,1.200471,2.6970356,-4.9374714,-2.9439895,-1.2272362,-1.3414781
28.586536,-11.722573,-3.5455654,-2.2410479,-1.201646,-1.3114194,-6.7678213,3.3231258,2.481724,-6.5060315
27.13347,-2.4766595,6.1866364,0.025282584,-4.2193317,2.835515,-4.9965835,-0.07350551,-2.1713114,-2.6147668
26.962576,8.987142,-10.175273,10.868014,0.80636686,-1.3738045,6.0727015,4.484773,-0.6498443,-2.8987794
32.050323,-12.943012,-7.3412876,-1.3832232,4.201331,-5.3028226,-1.8967905,-3.8537478,-0.10493232,-4.167893
32.063656,-4.863687,1.02256,-1.701088,0.08066849,-4.0443482,-3.2458272,-0.051762823,3.2936132,0.94655573
31.356413,0.6459452,0.82012093,-0.21696621,-0.9760517,-1.0390066,-1.5435106,0.43026894,-1.4661885,-2.654617
20.6445,-1.8769677,9.0768795,12.6502495,1.1945592,-0.54174685,6.2556,-0.19758317,1.8538135,-0.043696072
22.088074,25.1933,-6.9240108,-4.995382,0.02184112,-6.488318,4.0909133,4.6516542,1.387273,3.4608173
31.509624,-1.3131342,5.278114,-0.8119298,-4.584961,-2.5092933,2.9623415,0.85387605,-1.452786,2.2914212
28.645166,-1.4278941,7.18,-1.743147,1.9213167,-2.1254253,-0.60677814,-1.0119958,0.64105797,1.6444341
28.151281,-12.019061,-1.4257,-1.1917793,10.320201,-0.7658717,-1.3693608,-0.20513597,-0.8524451,-1.72703
30.050325,-0.0020086898,-2.3361661,3.0125988,0.082141764,-2.5001261,1.0032427,8.489926,-0.13255052,-0.9334594
32.77247,-0.8191967,-0.40285853,-1.8056526,0.48623177,-0.06950405,1.3323224,-0.65614223,3.3248775,1.580933
28.915197,4.1674824,-10.951698,13.638273,-7.4158416,-1.2872453,-1.4089764,-1.40078,-0.26245165,-1.8457571
30.257557,11.974488,6.758253,-2.6727462,1.3190116,3.15428,0.34938428,-1.1420723,0.12818508,1.6695753
31.521843,7.15864,2.7882798,-3.2285895,-2.0330281,-0.3786428,-1.7763041,1.4165598,-0.30939057,0.85085547
33.63928,-6.214054,-2.6734998,-0.9277901,-4.569455,-0.21674086,-2.297813,1.080947,3.045142,0.73693025
33.04667,2.1282115,1.8738707,2.5724344,-2.9814305,5.8801007,-1.7190784,-1.2762195,2.1584084,-0.53662014
24.859056,-10.57375,2.052169,1.8876603,-1.4949427,3.4289849,-1.9154235,3.430492,-3.2164974,-3.5566509
28.692413,-8.946952,-3.145858,-2.0479188,7.492807,0.05254847,1.5355613,0.81200075,-2.6750734,0.16916473
29.07995,-3.0141387,5.816326,-0.51968074,0.22067007,-1.9816303,0.69929254,0.6555576,0.45553005,-2.1486912
25.91614,-11.212868,1.5130136,-0.5836009,0.8270185,-0.15947443,-1.9502057,2.1662426,-1.6320264,1.6746714
35.80547,11.575024,-4.1106358,1.784768,-10.992892,6.9774137,0.8435198,-3.8432379,-6.682776,-4.5488157
35.31085,-7.0631313,-0.48694235,-2.1264894,2.8026614,-2.1689286,2.2659132,-4.5627537,-2.4658258,-0.6235525
35.243523,-13.247422,-0.8707441,-2.8794234,-0.13641772,-0.9535482,-0.8520854,-3.0324984,-7.3386335,2.3032577
30.859354,-7.974005,3.8571506,0.5162299,5.0282025,-5.279288,3.0076694,-3.3300498,3.5879076,-2.8835363
33.081047,0.9922934,1.1527491,3.513919,1.1027551,7.7114773,4.365483,-1.355549,-1.6995742,-0.9075991
26.436646,10.997512,-2.443542,-0.5333793,-0.3023731,-1.9026062,-6.2110796,-2.4874117,5.381482,1.8523794
30.73122,-7.869934,0.9077029,1.96986,1.484568,1.1848484,-2.2054641,2.0384846,2.1711032,0.32012814
33.77496,3.3376503,2.498789,6.2658668,-7.4142265,2.8797116,4.8016,-2.7292838,-2.6271622,-0.119316496
32.888382,0.032493502,-3.9133909,-0.73234695,-2.0440173,2.9234767,1.7602627,1.0424879,-1.737614,-0.48212233
30.708107,9.386018,0.42104194,0.99881154,-0.84720486,3.4756424,2.0398815,-2.3705788,-1.1453129,-0.33270392
31.933466,-3.4148803,10.20679,2.4536214,0.016801879,-1.0159198,3.0000157,-2.85553,3.2480621,-2.3636503
30.478178,6.7855616,-5.645464,-2.7513597,-1.471203,-2.5480309,-2.526367,0.85238326,-2.4589636,-0.56593764
23.841005,32.216103,-3.6754193,1.9873517,2.1592965,-0.38183007,-5.496988,0.8678793,-1.400101,4.215639
33.154366,-4.2472477,-2.7373247,1.9150138,-1.7552593,-2.5732892,-4.454091,2.376544,2.1954942,0.83216655
31.510202,2.4433784,0.7630358,0.55002093,-6.518994,-1.0646597,0.53003234,1.1371315,2.1541142,-0.06575913
27.778885,-9.679108,-0.69427365,4.858229,7.72484,5.7631497,3.1522868,0.28375942,-2.2844532,2.5637107
17.188856,-6.3852315,0.028951468,19.86596,4.2080765,-5.8096743,7.482163,8.846413,-4.24345,-0.5550617
27.302881,5.438617,4.295501,9.299563,3.5458157,-5.1765647,0.45801416,2.3783937,-5.2649,3.6323173
28.22336,-5.8530855,-5.6621094,8.022583,-4.4743314,-5.4146585,-1.3334302,0.07900522,3.3818738,-1.0235257
28.041918,2.385717,0.09627342,-1.0024323,-4.8695498,-3.285512,-5.861636,0.0048579327,1.8444849,-3.473185
35.027027,-4.1091294,-9.954417,0.8017281,-4.0856495,4.8140664,7.5012026,-5.7743783,-0.88449836,-1.5859044
33.504574,2.095914,4.986122,-1.3237525,3.5430524,-2.6098576,2.8819997,-7.6595984,1.2469928,-4.1085587
26.43472,-0.40567142,-1.7167482,-0.8286214,-2.4565554,2.9218657,-5.927789,-2.5381072,1.549938,-3.1567743
28.970572,-12.146457,1.0319206,-1.9447511,4.528722,-1.7144238,-0.97953546,5.3800607,-3.211081,-1.2763491
32.189907,-10.06415,-4.2428756,-0.690017,-1.7115602,1.435044,-0.65046185,-1.5738518,-1.7801666,-0.5904908
28.983421,17.548862,1.7069943,5.885573,0.18493126,8.252019,-5.259103,-0.3493848,-4.6263523,-2.747817
33.04501,20.138796,-1.6388408,-1.06079,-4.150678,2.881923,-1.903934,-2.359305,0.8803871,3.2552354
32.448887,6.6676826,0.22052789,5.3208914,-3.1386967,0.435304,3.0970292,-0.034970712,0.6365516,1.1420733
28.129887,4.3575363,6.9914093,1.7763971,-6.1573167,0.014743469,-5.88966,-4.5728173,0.74797505,-1.9149535
31.502731,-0.75267965,16.596907,0.8834029,-2.6387024,-1.1354067,-0.6603623,-2.4478338,-2.7989223,-2.474969
31.134233,-6.1953278,-0.8653096,-5.8344226,1.8996613,0.22406858,3.4416182,7.0771413,-2.5360522,-3.4330754
27.684668,-4.1660595,1.6628169,0.64180344,-0.43309015,-0.6846229,-3.9235036,0.46031687,2.3090622,-1.9236696
26.767422,-5.2932324,0.36247125,8.013239,-1.5054638,-0.18239543,1.5717292,1.5803512,1.6357782,2.7435176
32.05786,-0.1547525,2.3383155,-0.8296191,3.2048047,5.9754596,-0.3064735,3.3606179,4.5565386,0.782364
30.135937,-1.2278601,-4.0287743,3.647131,-2.409639,4.485936,-5.062203,0.44917297,3.8676493,2.6889095
31.132978,-12.04895,1.6789671,-3.672598,2.9439876,2.9802473,-4.049164,5.6786942,-2.0561268,0.98356605
29.917152,-5.3165154,4.172451,2.5773594,-4.679246,-0.735712,-6.6659975,1.6467848,0.91885364,1.1337123
29.55302,-2.4500902,-3.469232,0.7923084,-3.2505164,-0.8142878,-5.9800773,1.2796495,1.3441532,-2.5576942
31.981651,-1.1612666,0.16902804,-0.98406893,-5.8982825,-2.5098531,-5.102815,1.524068,2.9045777,-0.3224829
37.010235,-7.792832,-4.777724,2.9312816,2.9604554,6.652195,-1.7720988,-0.18092768,-0.27642706,2.1895444
29.826588,-1.3620733,2.9862306,-1.5510371,-0.85632783,2.0977054,-0.80342716,5.0033283,-4.464722,0.718108
32.392963,-2.6271236,-1.1931701,-2.5513527,-2.326891,0.084286176,1.1374276,1.7580689,1.5970141,2.116129
27.507128,7.64713,4.293701,-2.3758419,4.127097,1.0531176,-4.3403664,2.6799586,1.6967328,-0.61505663
31.918745,-1.3397511,-4.725737,-1.6419775,-2.1953971,-4.343603,-1.0234898,-2.668743,1.2713933,0.036979057
27.681616,8.523759,-4.491307,-7.0401783,-1.3423138,-3.3935034,-2.958669,5.118219,-1.9369978,0.6235104
30.950495,-4.674082,-3.952378,0.4119242,-2.1742384,2.8083339,-0.6746387,0.56408155,0.15068492,2.776533
26.889198,29.033733,-0.71645945,-1.1381991,8.131212,-2.3735726,-5.2622232,-0.60771513,-2.9073522,1.4193548
31.76736,2.4644227,3.2928126,-7.314986,3.8921597,0.74599355,1.0306687,5.250001,1.2467653,-0.047949944
32.636646,-8.467346,2.48109,0.037166677,2.2260306,3.2081256,-1.7861508,-1.2630414,-4.0413356,1.3675244
32.558502,0.9298489,4.63027,-2.8797252,3.5543075,-3.9114978,1.5845529,-0.27144715,1.877144,0.62993157
21.502636,-4.1292434,-4.9128184,-1.2596102,-4.304197,-2.2619588,-2.7236736,2.9892218,7.005774,0.28206074
26.877323,8.16567,0.91168296,-0.9776541,3.793991,-2.5086746,-2.0741076,-0.3672209,3.9640174,-2.3927166
33.517056,-3.7589653,-6.496916,-1.9310635,-0.35026827,-2.26657,-0.86586577,-1.7218484,-0.5866845,-0.47051033
32.944912,6.3355556,2.4514103,-8.270821,5.201298,0.92489856,3.9259508,-3.174306,-5.179212,2.495788
32.745728,-2.8790627,-1.0701005,-2.2296612,-6.3074403,-1.490001,-2.9549396,2.2605178,0.9530174,1.2780939
25.947573,10.552637,2.0473156,18.546944,2.168055,-2.7387059,-2.5985212,1.8022981,-1.9542252,3.2682025
28.71025,0.7123522,-7.7106495,5.663288,6.1352177,4.9030023,-0.15521184,3.8682013,3.5997393,-3.9111936
27.803808,-8.662028,-0.8899758,0.8778227,3.6607382,-1.1405643,-1.187363,1.3303493,-0.2604895,-1.5335579
28.680096,3.7258937,2.8922715,-0.872962,3.0304372,-1.6603323,-0.3658591,-0.5677337,0.5549742,2.8310728
36.080727,-8.329981,0.24320814,-0.12692067,3.8943915,1.006544,-3.3649743,-2.4838705,-1.0311115,5.888804
27.267036,-4.275082,-5.595825,7.342671,1.2996271,5.104465,0.39523908,5.3244104,-0.64693844,-4.552699
33.47892,8.175474,-10.717084,-1.0760642,1.8577406,-6.438322,4.8770375,0.54505265,-1.5677924,4.119098
26.810453,-6.9925246,-4.0412817,0.5019516,-0.03664938,-2.9244132,-1.3949703,-3.4156609,1.152958,-2.1185405
26.260372,5.1169343,6.0312524,0.26336876,2.9857895,0.7045611,-3.676282,-2.2991,-1.2229056,0.85790443
31.112778,4.4532104,-2.6963227,3.4040253,3.903743,3.7556493,-2.371647,-3.493174,0.0035555824,-1.6379199
29.37204,-0.55416995,3.0551972,-3.9796448,-0.51304996,-3.8383431,-6.142806,3.2755086,0.19222687,0.99058986
29.978895,-9.352134,-1.5535301,0.955682,1.4296309,3.484031,-2.5653763,1.8192735,0.9631477,1.8129257
36.585262,-4.4649253,0.9146668,7.1429687,-0.5063816,19.53285,4.5043077,-0.93097544,1.0519822,3.7202632
33.011467,1.2513654,0.50085396,-2.0031118,-2.1793675,1.0640677,4.8079114,-0.3837178,1.9008218,-2.1488783
31.385483,-5.174415,-2.742463,3.1559954,-1.157751,-2.050419,-2.3949838,-0.29357865,-1.494738,-0.27112356
32.4713,5.7394185,15.981726,-1.2368007,-4.9246564,0.8173826,3.977215,-1.0510166,-0.98101455,-2.5602894
29.156631,-0.52104604,4.302427,-5.1570144,4.517036,1.3316058,2.234469,1.6061208,0.42151338,0.99038213
29.293102,-7.029729,0.75011563,5.6785626,2.83132,10.610171,1.7821693,4.3582954,2.7163656,-2.1641579
30.579721,-0.64044213,0.6204036,-1.0559397,6.8879485,3.366112,-0.47144768,-2.4079318,-2.8963137,9.731935
29.285002,0.31460944,4.184044,-0.84338456,2.7449672,-0.021518538,-0.74999076,-2.2792478,1.2728031,-3.145322
32.25419,5.1197977,6.4967318,0.5707013,-3.229378,-2.9125683,7.9156814,1.1112039,2.183143,-0.68826544
31.494255,16.631477,-0.49710903,-0.06923639,-2.4801874,-1.6197382,-7.7081394,-1.5789478,0.6691925,1.6709132
34.69905,8.763343,-10.851449,-2.4592187,-1.1685805,0.40517536,-0.83997977,-1.9593941,1.7328235,2.2404325
26.941833,6.844054,-1.1481642,3.9873471,-1.571849,-2.9340453,2.0084486,-1.1966847,0.0604404,1.8898422
32.735508,-2.3356714,2.3650293,1.0814322,-1.5750803,-0.103522025,4.3166456,-3.6338067,2.4341743,-2.7897537
26.286102,-0.20748743,3.3174682,-2.143491,4.129092,-0.7870467,-1.0464183,-1.4965523,-2.032218,-2.4621878
26.015398,2.786635,0.9873731,0.6747967,1.7341658,0.45393097,-4.8781905,-2.533023,3.2041495,-4.109244
31.000147,4.9623513,-6.2913065,-4.2872972,-4.4118066,-2.7765093,-3.31258,0.9882857,-5.129035,-1.9644779
29.215815,-0.3742279,0.38975814,-3.3234627,0.47088668,2.9518158,0.8079746,5.0813932,0.3729116,0.102835275
36.28852,-14.909777,-5.3462195,-2.8537433,-3.8703625,-5.586017,0.30144888,-3.9159532,-2.2965188,-2.2669833
30.675539,-1.4984081,-2.0829914,-2.965935,9.281945,-2.7641332,5.1043353,0.08426005,-4.256411,-3.7723446
35.7965,-5.8181086,-3.595526,-0.004474878,-0.6527269,5.120249,0.8062105,-0.6028541,-1.3988751,2.1305616
34.214645,-8.486862,1.7420992,1.9410113,0.73883164,0.04736396,-1.1422237,-2.03513,-3.2801468,-1.4495575
29.150225,6.941468,1.6070492,-0.9819136,1.2037526,0.1324781,-3.4488328,-0.8596635,0.3335167,-1.0605105
27.457539,2.2418647,-0.2051161,-0.5259455,-2.1221807,-2.2255147,-6.4484606,1.7592089,2.5898,-6.210658
27.978197,-1.3838171,2.4319441,-1.6383172,-0.5671938,-3.2766104,-3.5840783,0.30520985,2.6113074,-1.4356606
32.322025,-8.822391,-12.148361,-0.1627537,-1.9820286,-3.1945207,-4.7580643,-4.179441,-1.7960703,-5.900327
34.478287,-7.046498,0.29923373,-6.563557,-5.5664425,-3.5368752,6.325494,5.213019,-0.4498203,1.1373917
27.756996,-6.312576,-1.0637728,-1.6828481,2.630308,-1.9681123,-1.8384507,2.74756,-0.060172025,0.69132274
30.050907,0.1511015,-1.8920748,0.7024625,2.7070637,-1.4429952,-0.37151212,-0.57340413,-0.5131829,-1.6963425
27.418695,8.483828,-0.88162905,3.4747934,-2.561456,-2.704307,-4.287272,-0.5581962,-3.2305992,1.7002038
28.320183,-6.1819096,-4.0066376,-5.99052,3.2690427,-3.8264015,2.0014193,3.402328,-3.0080318,-2.675208
34.0834,-11.319246,6.723063,2.0886028,-1.7613316,2.9568222,-4.5846543,-0.59704834,3.0862477,2.6152122
28.626726,-7.9985366,3.0596008,6.880803,-3.1119332,4.551942,-3.3019137,1.9556081,3.8298976,3.0503542
32.526028,-7.6437445,5.424462,-2.2578576,-1.0021653,-0.49713412,-2.4367664,3.0054128,0.30108762,0.6071455
31.99881,-0.12510677,-3.5489619,-3.195815,-3.7953622,-2.5465646,2.1306453,4.620055,-1.0793793,1.6366855
26.959091,23.074186,-9.362701,2.8177278,0.29870617,5.059845,2.344743,-0.4712537,-0.2894889,3.086341
31.641756,-1.203701,-1.3171417,-1.4026754,-4.70136,-1.6824787,-4.1787357,1.324731,0.9071987,-2.2977102
32.033348,-14.570154,-1.9377258,4.046309,7.506525,1.8290071,2.734241,-5.8168664,-2.5136385,2.7144728
31.96294,-4.5915613,5.858826,0.95487744,0.050326094,2.5034757,-1.2857157,-0.094673164,-5.1999,2.3555691
30.730095,-3.3069224,6.0872803,0.5987654,-1.9158525,2.8490114,2.4903743,-0.666809,0.53085417,1.7070941
28.684715,8.933766,-5.437926,-5.211847,2.4901624,-2.3861496,2.196678,-1.1448258,-1.7777371,0.858234
35.4489,9.579817,-6.882133,0.3846954,-5.646676,1.7649449,-0.13216475,-1.4214762,0.23034403,-0.28246695
26.681932,9.474601,-2.0024981,4.960942,-0.7877984,-1.8536456,-2.0751908,-0.20761324,0.17041881,-0.67272663
33.20519,-4.821776,0.74376875,-1.8896916,0.17216147,-3.3253703,2.8884237,-1.6505996,-0.8921884,-0.608342
29.978626,-0.037834827,-2.87415,5.1303387,4.1576524,8.248872,9.9828415,1.6947743,2.7084684,2.4823334
29.986649,-3.1590228,0.4216865,-2.0688372,-5.2624865,-0.32569197,-1.1410905,0.1551198,-0.20086436,-0.18551536
