Spacy-TSVD_1,Spacy-TSVD_2,Spacy-TSVD_3,Spacy-TSVD_4,Spacy-TSVD_5
34.67149,-6.2597065,-4.092286,-2.8570395,6.89118
30.208456,-3.9830096,8.772103,4.5894294,1.497437
29.532732,-3.091797,-0.46897542,-4.8037825,0.030628243
32.170506,-4.7723956,0.4805668,-5.016039,-0.15389219
32.336815,-5.0444007,1.6465183,-2.9936683,-0.80289704
28.44653,-0.28726342,4.741412,5.947779,0.60021645
29.348063,-0.6818154,1.2436353,-1.1639587,3.5532863
31.425543,-0.8850974,0.8593165,-1.6039639,-2.488944
20.38993,6.725524,-5.8779464,2.345848,1.6894901
32.6042,8.282667,2.7608597,5.3766084,-5.5907335
28.423368,-3.9389513,7.703099,-0.2752417,9.90407
29.403055,8.481905,6.3829,2.3064559,-1.8233095
27.51284,17.184496,-5.6677017,3.5187635,1.2766051
26.952679,21.291218,-1.6451374,0.7984515,-3.057284
25.556147,-4.039686,3.1994982,1.5642773,-4.2120843
33.355576,-1.5875276,2.6952147,1.4177641,-3.7514389
34.800507,1.1134946,-8.355047,-4.0331645,-8.6328
25.839079,-13.811648,1.5384544,-0.8372211,2.4147816
31.60288,-3.7821093,1.2864566,0.36117893,1.8806524
33.04056,-7.661283,-1.5430039,-0.65874904,-1.3872223
26.592356,9.534562,4.3527985,-9.4518,0.9657437
29.66909,1.0856218,2.5154715,-0.6134944,-4.832474
31.477482,0.15467739,-0.52690554,-5.8165135,-3.5947673
33.784958,-13.481539,-3.522823,-1.2175338,4.1793437
21.592913,17.991428,-1.8789808,-5.198772,0.082482405
34.379997,4.8600154,-0.16280645,-1.8298746,0.70070916
26.705544,18.08911,-3.443645,-4.056197,-0.35894507
32.258472,4.7987423,-0.59711707,-1.1962951,8.612251
31.652992,-1.1941879,1.3710097,3.3227694,-1.4127973
32.53916,-5.562723,-1.9367385,3.949946,-0.7450776
27.817787,-0.45564473,8.970891,-1.0469538,-0.57121706
28.36307,-3.0840635,1.6352037,13.503418,-2.5275037
20.679985,17.104834,-3.7775111,0.003931965,7.31782
28.37397,-9.864809,2.5424974,-2.0935044,1.8661889
27.75471,-6.385856,10.812432,-1.2210947,-2.3449
32.295727,-0.3876063,2.4521465,-0.068266466,-2.9640434
30.852009,-1.7099606,-0.13406067,-0.026346618,-3.0495563
34.633846,3.30004,-7.2700396,-6.513124,3.0150685
30.955313,0.91233045,-5.3050356,-4.4613748,-1.8649461
29.951286,3.050646,0.2979712,-2.8674347,2.7151403
33.394176,-2.9434838,-1.0496045,0.06490053,0.3300793
32.5959,-5.9124055,-4.15776,-5.7534833,2.1843028
34.112064,-7.328759,0.08261039,-4.991743,3.5115776
30.043808,0.85545564,5.025814,-2.0949028,-4.0898633
28.033978,3.9258804,3.0242324,-3.2727675,9.378651
32.501938,0.9769047,-0.38123545,-2.3121722,-2.831858
30.523594,-5.989961,-3.9682052,1.7802111,3.1984096
32.180756,22.971296,2.6093366,0.7884462,-3.4548395
31.611963,-6.9203515,-1.1326971,-0.9339175,-1.1887287
25.977882,-7.138396,-0.45676258,-1.2282034,0.18197605
16.470795,-4.854679,-3.479683,7.728382,0.6413159
24.962675,26.803724,-0.09975366,0.8375963,-0.62125546
28.026932,-1.3072132,-2.4993763,14.547236,-1.0989866
26.133204,9.0653925,6.8811326,2.0911143,-1.9191078
29.96596,4.9370303,-0.57945603,-3.9958162,-3.0527961
32.45878,-7.0288815,-4.5246506,-0.7664341,0.7243101
24.725777,19.516037,1.9201658,2.6065278,4.250896
14.521808,5.048447,0.36956224,4.9692273,0.848775
24.480053,-0.43848324,4.724345,14.710755,-1.6760097
26.950254,13.001427,0.24205898,0.42833278,0.104388386
30.628633,-8.306503,-1.2244208,-0.5518362,2.4140184
31.462667,-3.5267158,6.8606124,5.5202584,-4.6030455
32.032124,-5.968937,-0.97995204,-4.7279463,4.305106
31.83305,-4.5845647,-0.6263381,2.2972202,-3.7523682
33.117546,-1.3449428,-2.1222305,1.783314,-4.401519
26.245667,-10.793249,-5.553128,-0.3987628,5.0683155
29.599478,-10.226683,1.6534989,3.340831,4.425252
26.393976,-3.362888,3.828714,-3.0452292,-0.18590291
30.164837,8.607386,-2.832606,-6.803342,-2.4576209
29.715744,-7.3839216,-1.2561493,-0.8384415,3.325962
31.911283,-8.399727,0.27174354,0.61846656,-4.3346047
29.756542,7.193822,4.871547,9.332899,-1.557875
27.712612,3.4044037,10.792756,-1.8659675,-2.38076
33.872147,-6.0092278,-0.07835729,-0.9238612,-0.7605063
30.45932,1.6366527,4.6500573,4.577957,-3.6910539
27.442606,3.5660198,4.327959,-0.9065751,-1.9089196
17.865404,24.678738,6.1639233,10.890737,2.4687366
32.409554,9.063931,5.328403,-2.7048776,2.7489033
30.34917,9.263518,-4.7249045,-0.7527679,-1.8929791
27.848276,-9.194296,0.776256,-2.348278,-0.25937536
29.436977,-10.617151,-4.443608,0.045290455,4.1415544
30.433458,-1.6935724,1.4440154,-3.1130025,1.3376328
28.315245,-11.262852,-0.48958197,-2.2077386,-0.62953883
29.890068,16.753462,-7.483384,-6.6876416,-3.0672524
27.217749,7.4200587,-2.6745453,6.3899093,-0.53836435
33.49222,-13.85109,-2.7674603,-0.14957514,0.92804754
32.663013,7.1439843,2.3814533,-0.66813457,1.0349443
30.458595,5.8992987,-0.4113501,-5.7373343,-3.8563688
35.035194,-2.7114334,-3.988444,0.2396512,-3.619868
23.744116,-7.797865,2.9565864,3.6399908,-3.6574802
28.791716,1.6954302,4.549438,2.986848,0.6993289
32.598698,5.666523,0.32031024,-5.4130464,0.7714408
27.757803,-10.51763,1.8698657,0.10587076,-1.3940117
26.158579,-5.0302124,3.932924,-0.042160638,-4.078548
30.447186,10.6206255,4.4973783,-2.2966464,4.894774
31.468235,-0.61998564,4.7567034,-0.45133257,-2.7797592
26.953468,10.838395,-2.8735647,8.196584,-0.70326805
26.49483,1.4918562,-0.24673252,0.74975973,3.8501673
28.789368,1.0591028,-2.1330514,-0.8906703,1.5078151
27.8734,-0.47262523,-2.183498,-3.9330986,-0.29469633
29.260134,9.383036,-9.941977,0.11242038,-3.406994
25.462704,22.25944,-5.2218714,1.7165049,2.6189852
29.089294,-9.600738,2.868113,2.92309,2.0034845
30.911585,-2.4625928,8.338837,3.8390062,0.87234825
32.350895,3.1234446,4.1135936,2.9006367,-0.8578043
25.846268,6.7515316,0.5001712,2.1247294,-3.7547615
26.454208,-8.700324,-2.0752974,-2.9731712,2.7251167
32.016483,-9.622988,-1.1185676,3.0621336,1.7278026
33.23458,-1.567384,0.9765736,-1.1193651,-2.4346595
33.95665,5.828335,5.951718,5.717862,4.00246
28.55029,1.7241186,1.9928716,-1.1287487,3.083793
33.55848,-7.584612,-0.45519292,0.6305852,-2.1088161
30.386284,2.754975,1.6696846,-2.6456387,1.6993695
33.592,-18.563135,-3.5386515,2.807406,10.01452
33.202194,6.154445,-1.958457,-0.3286209,-3.0241334
30.830872,-9.644167,-0.43111745,-4.6779823,0.7988426
34.13959,-3.0748255,-7.872464,-2.5496278,-1.9709746
30.264574,1.3075527,1.9778008,2.8354206,-1.9496868
35.87041,-10.767231,-7.85111,-2.2615407,1.5179296
36.330677,2.5531533,-6.508976,1.4437127,-5.135071
33.53792,-5.1459618,-2.4115586,-1.6129442,-0.73874193
30.711887,-0.71187997,-4.7424173,5.877569,-0.14279105
34.599358,-4.4809875,-4.8050647,-1.6980009,-3.9738004
30.393808,-4.282726,6.351048,-1.6344831,-0.5886369
28.73369,1.7246293,6.8760033,-0.84544367,5.9624104
28.592773,8.359446,1.6415323,-0.72526646,3.474918
33.073765,6.9316864,-0.5252362,-2.9423122,1.2767384
28.509117,10.101854,14.024112,5.6915145,-2.6751974
31.490004,1.0686302,2.6223226,1.4476495,-2.6508687
15.849175,5.96571,3.6321528,18.249578,-4.117164
19.741526,1.108578,8.470813,4.704528,8.235412
27.085054,-12.133978,0.093944654,-2.5130284,5.4381285
31.063183,-7.782412,1.1506082,-1.3387899,-5.5214243
28.503817,-3.8805761,-2.0508173,-1.2362504,0.16423681
31.083845,3.4313111,-1.8940507,-4.401713,-1.1200205
33.43638,10.398344,2.764176,5.276684,0.32283387
29.485455,10.062478,6.005941,-2.226603,5.765863
26.38446,21.677393,-1.6711034,2.8447628,1.7895874
32.789524,6.3081536,2.1150935,0.576635,-0.55294484
31.506792,-7.087363,-3.6371453,-0.9086272,-1.9781141
28.581787,-10.0432625,2.1992188,-0.769302,-3.3998764
27.207685,0.6330589,4.220601,-3.7946403,0.0512331
27.15181,-4.4444575,0.09456688,1.6388923,-0.008136099
30.371637,-1.7181367,-3.6695726,-0.012646484,-4.5240803
29.378855,-5.4260306,-0.44584545,0.91459465,-6.252016
29.845833,7.973056,0.9461688,0.37565,-2.1888056
29.71371,1.9729395,7.177679,0.1509498,-0.56969595
34.156647,9.257492,-0.11115497,-2.6403832,-2.2427552
28.929035,7.374932,-3.81542,0.56498694,-3.9251404
29.050905,-11.10514,-5.502674,5.0192637,6.5373726
30.162054,5.7701015,1.5216486,0.47906524,3.7659101
25.577242,4.9823284,7.8389897,3.880983,-0.19074701
27.109701,-2.7291539,0.52458817,0.5359304,2.2396603
35.616516,5.8958,-4.6653776,-1.7209381,-7.074707
30.715229,-12.905281,-6.171898,2.7735074,4.2150264
9.944927,-8.867542,0.762452,14.442881,2.0489342
32.06893,5.168634,-3.4983299,-6.127091,-3.1215641
32.53289,-1.1234846,-7.1720448,-5.733339,-1.5097558
32.196983,-16.753252,0.7092875,-2.2255337,0.0243278
28.911621,-12.153072,-0.8246376,6.3703165,1.2036437
30.83788,-9.801371,6.342,-3.1690032,0.20193647
30.95171,-0.62085426,6.752943,2.5259588,-2.603826
27.78109,-4.157336,-3.502598,-0.83538574,5.1074758
34.981754,-6.4590964,-3.461546,0.39834234,-1.2834792
30.929302,4.4933333,-4.2832875,-10.5045595,-3.399592
31.459772,-14.397574,-4.100964,0.4625001,4.09368
31.67622,0.3580594,-6.2187243,-0.41687033,-3.8059409
27.611856,17.00486,11.2153845,0.23158017,6.497258
30.947092,2.0132213,8.549515,1.8234836,-2.5485969
35.942253,-10.853554,-4.245243,-0.1103638,3.2850204
25.541857,-2.3780694,2.5499334,0.83917695,6.1602807
34.505154,-1.4944783,-0.7249062,-1.1384366,-0.011392086
30.440369,5.845033,-4.480416,8.174776,-5.9717474
29.19645,-0.10523546,2.038695,-3.6805596,2.6139574
26.196323,7.098862,-2.369448,4.046331,1.0142218
32.002663,7.2828183,0.1195743,1.4630066,-2.3978965
28.799973,0.21388441,0.72047776,-2.5978582,6.377977
30.021973,10.78487,-2.261279,-5.4379044,1.0899384
32.507496,-6.5835347,2.6067276,0.7894122,0.4151524
27.607119,16.152166,4.300044,-2.6314943,3.2672532
29.465487,-4.038009,1.8018261,-3.3083267,1.0829895
35.153847,0.710178,2.614911,-2.1301875,-1.541345
31.593418,1.1104094,-0.37927207,0.25525132,0.45290598
31.259142,-11.215531,2.648751,-0.6024854,-3.1210742
33.997307,-3.6037223,0.951072,-2.5553308,-3.0022905
30.359348,-6.5478597,-1.8984593,-0.99359465,-2.904288
31.754616,-4.592492,-1.5067106,-3.89965,-1.1445318
29.909653,6.186569,2.9862816,-1.9426432,-5.051457
26.332508,1.8509656,3.4654808,-2.8396688,0.7455943
34.4975,-9.228399,-3.2995434,-3.986943,-2.743496
32.034813,4.1797357,-0.6376341,-3.323372,-6.5806975
26.671087,-0.96017337,-1.591695,6.195367,3.4739842
29.577951,-1.480469,8.397428,1.1057004,-0.55780643
33.909714,-3.2600763,-2.7745159,-1.4977045,1.249631
28.441973,-0.9754409,1.7288297,-2.1705565,2.3418462
26.907352,-7.4151115,-0.36743543,0.7625062,-0.1017494
28.675629,2.45996,-3.6290822,-0.20461799,-2.986558
30.608244,-0.810875,-2.650479,-4.0392733,1.5090904
32.408924,-4.841496,2.3711355,-4.392424,12.71484
28.357727,9.67529,-7.0584607,-2.7486517,-0.1908459
28.482447,-4.7058835,2.4761343,2.4842098,2.9866955
34.339798,0.09298042,2.9039614,-0.5584392,-0.38186574
22.29114,9.8694315,-3.5588257,19.70475,3.7847795
22.376102,4.83694,3.7354546,10.809016,0.040671494
33.98362,-4.5788617,2.1136856,0.64464283,0.5555828
29.681425,2.6520557,2.0422294,-2.5318043,2.8390813
29.688265,4.955501,2.8629723,-6.24875,2.900783
31.035097,-4.4505496,-7.5267835,-2.1821468,2.7146378
28.06097,11.389308,2.948302,-1.3025938,2.3465397
28.482098,1.7144871,0.20735064,-2.2302794,-1.9452618
33.080563,0.10805236,0.9793138,-3.8076591,2.9231577
34.31159,5.9431725,9.4933,-0.893615,-7.4024825
28.029718,-1.6114475,3.17116,1.4304712,1.211845
17.72608,-4.950682,1.1363547,25.938105,3.2714036
21.456848,6.8518195,1.9742326,15.169926,0.1984511
32.15742,-8.731592,-1.5212436,-0.87928367,2.2944508
29.43192,-9.598089,3.2068539,0.7540597,3.4243512
23.676142,3.9753408,-3.0465934,13.083508,0.9124169
31.871775,13.089689,-0.44653115,-4.2825365,1.268231
28.781448,-19.087608,-7.7689266,9.418172,9.36593
32.241447,0.13701564,-0.4858715,0.66034555,-3.7038448
31.770197,4.5160418,-0.712031,-1.2191275,-0.19083506
36.640305,-16.715797,-0.9327965,2.8851063,1.6455419
32.090252,-3.8091364,-3.3938007,-3.7763693,3.7022414
22.736023,19.820175,-10.305003,-4.5469165,3.32211
33.298008,1.8320148,5.2253785,-1.4373542,-3.821409
26.786728,-0.9909051,2.3007033,1.8830744,-1.4800543
32.694164,-5.6648855,1.1284174,-2.0573804,-0.85406786
32.303722,-4.2735248,4.2896295,-1.4745015,-3.554058
32.33348,-7.125153,0.09255492,1.6638114,-1.3408169
32.992935,-8.185202,0.077491775,-7.984647,0.05296564
29.545578,6.088035,-1.5163189,-2.1935806,-2.194983
28.576681,-10.856227,5.2398276,-2.160325,-0.05428889
30.300323,-4.6949263,0.56392884,-0.6516654,-2.4950922
28.785309,-9.247156,-0.6625033,-2.2686076,1.045823
28.810705,-6.2313495,-3.5271099,-1.7666155,0.61028206
32.67064,0.7648207,-3.3350344,5.1157556,0.24837868
24.359095,13.478992,4.518776,-1.5964828,6.129461
30.475979,4.3496923,-1.1220453,-3.170795,2.334435
34.399178,-2.9192715,-4.528731,-1.9031948,-2.851
29.551373,3.6284268,-2.6407835,1.9973015,-1.6953504
28.591965,-2.8304403,2.1434653,-0.94224435,3.7017336
29.582478,11.494422,6.045605,-7.2556376,5.133932
33.43998,-11.464703,-2.3706076,-2.7593555,2.5487185
30.458437,-11.3062935,-0.6379688,-3.23948,0.41732135
35.73664,12.100989,-3.3039968,-2.7224848,-7.112181
29.722853,2.4033291,0.8847266,-2.8963592,-3.9394891
15.800624,-0.45676166,-1.2222183,6.6419034,-0.6912982
32.039867,-12.096118,-3.534514,-3.9937813,3.7858708
31.70689,0.048070163,-0.94581497,11.41189,-0.8923909
32.890167,-1.165615,-4.931112,-3.6591682,4.9688787
29.544914,2.080034,-6.2046094,-1.707302,0.30365023
24.181927,-4.1506047,0.62888545,0.6529127,-0.35723886
33.288986,-7.088805,-3.3168144,-0.7872313,2.6111693
35.588516,1.3452774,7.1819286,2.4287906,-5.391532
35.3505,-4.4531937,-4.4767118,-3.7703164,-7.352198
27.056044,9.743386,2.8560882,0.40191478,1.2541511
29.684717,0.5857871,-6.65336,-0.6129971,2.9373136
29.717503,-1.1684328,-1.6507264,0.09330975,-6.4779105
31.806692,11.646767,-3.9960113,-6.8139386,4.638432
27.155087,1.8891958,-4.7174435,15.594743,0.5868358
32.71266,-5.314918,-0.8189004,-2.0437608,2.304535
26.127558,-2.1085296,-2.8913274,5.061969,-1.5076958
31.35425,1.4321845,4.189986,-3.1929276,-4.779815
29.602524,-1.9804972,0.54171765,-1.5746213,3.7767456
28.326708,5.689113,4.6621127,5.4025273,-3.0540128
35.295685,-7.6723046,11.9824,-0.09244995,-2.6592207
35.533268,-7.0961094,-2.7333012,-1.3471639,1.3137473
31.778177,-13.87328,1.8448634,-1.2533288,-1.6533526
29.930346,6.727182,1.4164333,-1.6461984,4.7232804
32.368195,-7.550841,0.33028477,-1.7248482,2.4852786
31.6443,2.0064058,2.5801275,2.7946827,-4.1231384
30.8958,-6.160125,-4.397342,2.0787683,-4.4780526
29.80745,0.5708407,4.7619376,-3.0014162,-4.0820827
36.233273,-14.510815,2.4626188,-2.6912436,1.2317446
30.279163,-7.70994,4.058165,-0.23534426,-0.34423628
30.087374,8.294583,-2.9060926,4.05289,-4.8771315
28.226461,-4.9150395,-1.9837075,4.0727253,0.4492435
29.898008,4.282908,3.2708182,-3.3369284,1.1056089
35.78553,1.2684257,-1.7837954,-0.51348305,-6.755541
33.00619,-11.037936,-0.645372,-2.183566,0.91240233
32.237732,2.039109,10.157433,0.42824653,-4.98759
26.89533,7.41745,0.47494665,0.20153566,-4.6037164
31.36206,14.13868,-0.012479793,2.2742746,-3.7602787
31.53055,16.391848,2.8123116,1.8442347,-6.662223
31.736498,-1.1340088,1.2280434,-5.5473046,0.37625927
34.0426,0.050300147,-1.9896609,1.806391,-1.653969
36.43042,-2.840993,2.3101335,0.3759253,-4.599786
30.572727,-14.014817,1.4405142,2.3829463,5.467734
17.664503,11.632731,2.4101067,10.954651,-1.5483892
29.029953,-8.308732,-0.22651818,1.0512301,-1.8425868
27.59787,-3.855727,-5.48411,0.08698112,2.499671
30.395767,-5.106491,-8.287299,6.8146467,-5.753621
24.800089,14.096999,-5.2041435,7.0867553,3.784217
26.091665,11.407117,3.1518867,-3.3158557,6.2491198
31.103342,-2.1152174,5.4790626,4.605106,-2.5723956
33.785603,1.467339,10.1217985,-0.606482,-8.665746
29.108631,18.323582,10.19603,-3.138728,7.8195806
34.04197,-12.213298,-13.475047,6.5767713,5.43734
31.847507,3.7605557,4.5166345,1.6371802,2.6747975
18.467356,5.654764,-4.630391,22.595537,2.842427
31.815151,-3.2491992,-2.1842759,1.1198741,0.1219087
27.913397,-8.202039,0.8475204,-0.19125316,2.2858384
26.203808,-6.9818783,0.61180264,2.093411,-2.1014152
25.698618,14.497457,6.2928667,3.2104628,0.3511993
26.701742,11.804934,7.968223,2.5847602,1.5565825
33.17194,-10.203138,3.0613465,-1.8547009,0.94409454
29.228832,6.8693423,3.7214522,-0.40114415,-3.6040463
30.661222,5.0218754,-2.5609474,9.298781,-1.939669
29.556952,1.5920401,2.1693234,1.188699,-0.120874085
34.342865,-11.564658,-0.71075296,-1.3226252,2.5705473
38.36771,3.2479854,-9.074385,5.6342096,-6.7642894
30.033298,1.0550992,6.9035654,-3.4078588,-0.65949595
27.469893,-5.988213,3.5071206,3.2864628,-3.213899
31.106773,-10.256972,-1.1592995,0.14020595,1.720495
34.52501,-14.679813,-1.3383292,-1.5023656,2.9209394
35.08653,-6.1591377,-8.846544,0.77837986,-1.0367018
32.531944,4.865632,4.1535983,2.710875,-7.298029
27.156395,0.5620819,4.9721437,-1.3274533,3.7754967
33.245132,-7.5116014,-4.586732,-1.9989907,-0.62961537
28.177244,-2.5031288,-6.8513317,7.801952,-1.1505592
28.924175,-4.3104157,-0.7019499,3.3689075,-0.59143996
26.466286,2.3036225,-0.7810551,0.32858235,0.28017834
23.295588,19.41797,-7.5503783,9.623573,0.23209597
27.326607,-5.2191443,3.277898,3.2226052,-0.86612356
27.807518,-0.057943787,-1.355946,-0.19918041,-2.628344
31.621931,17.205534,-3.3962011,0.8245441,-3.7020056
30.633965,0.3057425,2.0978289,-3.883351,-5.10631
28.283184,3.5142894,-1.610071,2.004131,-0.12159004
30.541328,6.5251675,0.47277188,-6.0608735,-7.419403
30.329647,-0.98261267,1.7084389,-6.0440307,2.7096164
28.070532,-8.560126,1.1849836,0.46605,-1.9168001
30.521217,4.837197,4.930647,-0.5860536,-1.6551714
30.500252,6.1273108,2.9734845,0.3273838,6.265346
31.65885,-3.7246187,2.9603398,-2.934239,0.12986122
27.432158,4.1980653,10.770459,-0.9065988,1.5371301
33.648155,4.825738,1.2168916,-1.0861388,-4.2503014
25.496407,1.3709093,9.1862545,2.827743,0.59752226
35.055424,2.1191287,-2.9547412,1.346072,-5.3300085
28.82308,-4.541186,1.3660941,-0.65698314,1.3617142
29.500692,0.67327374,-2.47754,2.0323822,13.73037
25.561905,10.746013,-1.6737909,12.1941805,-2.0789754
30.204191,-0.40553698,-3.2048965,-2.6819687,-1.7013645
31.171528,-11.323123,-1.2974871,-5.8019443,3.239272
31.147255,5.1521597,-4.8592553,-4.103433,-1.3748382
32.853695,10.695995,5.567208,-0.8917188,-7.2734594
33.70998,-8.334833,-3.118518,1.0945443,-1.3974084
32.818413,-7.570921,0.8814695,-1.9030254,0.7357528
24.259003,0.42959005,5.099762,-0.48939887,-3.6965168
27.307589,5.223334,1.5028219,-6.0058856,1.1172253
32.92408,-8.403814,-8.1066475,-0.42026,-0.3637222
27.537827,0.8566566,7.3202987,0.7172516,0.13938023
31.623562,-0.39540833,0.010336456,-2.2130365,-1.0827948
30.941,-7.3731256,-1.6266825,0.5977153,1.5837284
24.542646,-11.58426,-5.3408675,8.694177,3.9725966
28.270193,-8.86217,-0.09132631,-0.027010225,1.4514138
29.526533,-9.912171,-1.9363649,2.2994537,3.207374
30.70127,-3.8848243,-2.156683,-7.0901995,-4.365091
25.66172,-10.939787,-1.0122782,-2.4061024,2.270305
31.718765,22.459269,-12.314222,7.631379,-1.232129
30.507145,-4.786175,-3.1935253,-2.0189,6.2344656
36.029697,-5.3960457,-4.78307,-2.8185313,2.9357443
29.672617,6.561343,10.321239,1.6294521,0.43821055
34.282803,-5.965652,-3.9638557,2.0284638,-0.30594245
32.387245,22.136747,-3.8899643,-2.500686,-1.4675472
33.850536,6.2859726,-4.412175,-2.0168495,-8.044998
29.103546,3.6562603,3.0619006,4.551048,3.2598572
35.862274,-1.4849355,-7.9634523,0.847148,-5.0951314
33.060356,-15.588077,5.2343245,-3.277679,1.8557944
31.527819,-8.892491,-1.1542593,0.21398142,0.36024824
30.874058,2.3176973,6.98476,2.106718,-0.27969274
26.842003,3.8379242,6.855006,-3.5761,3.6545758
27.506723,0.7070505,2.8790336,-0.40361986,-4.1500883
28.340458,6.609161,-1.0790576,4.96707,-1.9412223
30.297264,-7.964779,-7.268183,12.775022,3.6666734
35.211834,-11.764301,0.12547962,2.6212766,0.019801298
27.704758,5.0600176,2.3057864,1.0329,-1.9673227
28.948273,4.424223,1.7678076,-2.9903684,-0.6062336
32.00695,-1.9080198,-4.746408,-3.3487508,-6.033309
32.32833,-6.153559,2.0145187,-1.6756128,8.190843
34.23845,-2.1010082,4.9838476,-0.29602927,2.0884285
30.761013,-1.5219193,2.8596628,-2.248115,5.0934668
31.541988,-1.1740133,-2.3026433,0.11088323,-1.9039482
28.133053,-3.289821,5.902336,-0.44245243,-2.0419827
28.419819,7.120902,-1.0733658,-2.737938,-3.5543761
33.294975,1.8627534,-7.1821547,-0.7774198,-3.8007202
39.890648,21.045792,-6.817927,2.4158735,-10.783566
32.148575,3.0985038,-5.280165,-2.8368654,-8.218891
20.60923,-4.6836777,0.071402475,24.86109,2.9652169
30.363081,-0.24561867,3.9496284,-0.8175317,1.4891453
30.833088,-3.310947,-4.9183455,1.7709813,1.0316913
26.174452,2.4236302,5.1679683,10.739544,-1.8153791
29.18188,-3.0476124,-4.623004,-0.17187703,4.6737647
31.178213,4.756714,2.5592809,-0.849677,-0.73563683
20.28264,-2.6391704,0.9587418,0.23648347,5.6143036
32.10062,-5.98162,1.5136065,1.4866163,1.8275771
28.179827,-5.7678485,-2.4526284,-0.9788676,3.878253
24.985449,15.194486,3.0671642,-0.08178895,3.7474506
29.67777,3.720147,2.8371859,-2.0315392,4.8781753
30.659994,-10.486927,-1.4589454,-1.0229254,-3.5858076
29.608627,-9.706505,1.8518752,1.484309,4.2965283
28.925797,5.9389915,-4.5040374,1.554287,-2.0057392
29.733913,-4.8950877,0.7082167,-0.16370592,-5.252948
28.670214,4.293243,11.443986,4.4530683,-5.258884
36.161922,-7.141096,-5.9561057,-0.89217436,0.840808
27.8897,12.517462,0.18569276,4.7641263,1.772584
33.527943,1.8439336,1.5158849,1.1868215,1.677403
31.379457,-8.809804,3.329805,2.7178328,0.5437281
35.669315,-0.1866586,-0.61573684,-6.7386994,6.4413366
32.40061,-0.7748995,-2.8719983,-0.44257072,3.697172
26.350782,-5.392006,1.6175514,6.470715,1.7821168
33.95352,11.000289,-7.502533,-4.0446043,-1.8063576
34.599678,-5.355369,3.318148,-1.7731403,-2.9983892
34.09357,-12.610881,-4.5877814,-2.1931381,0.81846356
34.59521,-12.309867,-1.6803406,1.2011698,-0.43646082
23.033041,2.4758353,-0.6649867,-0.85821766,-0.41239727
29.7312,7.8375397,0.9159188,-4.0209036,2.2965488
33.55174,6.792726,0.17448816,-7.3185587,-7.287531
28.987246,-5.971714,-1.8693111,1.0817957,0.85763264
30.141048,-2.52214,0.6360386,-1.3494041,2.7291005
35.725677,4.7279005,7.758507,-1.5112777,-4.7858143
34.34536,2.007219,-0.6083811,-4.5816503,-5.4029264
35.210217,3.493277,-5.1153936,-2.766047,0.14288199
25.14554,0.5892256,7.5079346,4.2844095,-4.268605
22.936615,2.489575,2.2793872,-4.8423877,-3.3197393
34.977093,4.5254464,-3.61617,1.4379468,6.6814775
21.289362,24.577444,-2.8970351,-2.4623692,9.329445
30.69317,3.6535177,4.792165,-1.1321256,0.63785285
32.428486,-12.9957905,-0.30383232,1.7511171,4.200511
26.082394,5.286262,-2.141916,10.413249,1.7823228
31.476418,-6.373998,-0.14974706,1.4836191,2.554374
30.193132,-0.21851943,1.8349057,-1.2502835,1.156637
11.322339,35.152756,-11.727199,-1.3301277,9.463792
26.229761,13.8440695,-3.0475419,4.2436223,6.5768723
29.332863,-5.230855,0.365015,0.3924933,-1.936144
31.339663,-2.7709467,-2.4349217,3.4125845,-1.1762657
34.13914,6.862115,-5.0049925,-0.3093486,-4.100977
31.923464,29.15867,1.488217,-6.433167,1.3611641
32.026028,-5.505994,0.09433201,-2.594043,2.7927022
27.843773,-1.3226624,-1.8649209,5.273374,2.93242
22.675709,20.09053,-6.1825466,10.14183,4.777842
28.313208,-10.618837,0.16540863,-1.1995388,-2.4959495
29.528416,-10.082161,4.2161613,-0.9437649,-2.5180187
26.834917,8.631668,-0.15349491,-0.34391648,-4.074554
29.623833,1.4581939,1.0719551,-3.0443854,0.12183863
13.728975,3.268884,-1.8983667,12.932452,1.3911021
30.128443,14.406952,-11.803435,-3.0875201,-4.858459
31.95864,-3.5221524,3.8348722,2.1096098,0.6224508
32.969917,5.440803,5.193946,7.1575828,-7.1934037
36.333588,-10.020274,-5.154842,0.93313074,-4.2905955
30.295128,3.5588725,-1.177561,3.905465,-1.1469834
33.35324,-1.3925469,1.4011321,2.286354,-2.466835
29.977262,-9.166106,0.62935936,11.026848,1.0094484
34.327026,-7.4505177,-3.1970947,-5.5393677,-1.3374872
25.586,4.496626,3.7288778,-0.008931873,1.9123129
26.643997,-4.603737,-0.7973073,1.9342246,-0.23287766
33.618835,-6.639007,-3.3785365,-1.4248358,-3.7980356
31.484669,-3.3547397,-6.125116,5.2678804,0.01835856
31.917519,10.15161,1.1709945,-1.8831772,1.2287229
31.283033,-8.838668,-0.13635084,2.3677883,1.5544703
28.539692,-6.5190163,1.1158639,2.4168608,-0.6274244
32.54846,0.7666754,-0.9420459,-0.14968583,3.6769297
29.770578,6.0400767,0.19224738,4.567064,-1.3599703
34.890846,-4.3694615,2.0778203,2.471756,-11.0452
32.75855,-9.144643,0.780206,-1.5664213,1.4887382
27.903076,-3.1763318,-8.8097515,-1.6770736,7.566571
26.658855,8.387141,-1.3825272,1.1881046,-1.1885527
25.641306,1.0158134,3.3235707,-0.73961717,1.8364297
